Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:57:23.070,00:29:09.499,--,--,--,--,--,--,--,--,--,105.0,126.0,26.65,323
Summary,00:57:23.070,00:29:09.499,--,--,--,--,--,--,--,--,--,105.0,126.0,26.65,323
